Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
DMR / Monthly Monitoring,2016-09-01,2016-09-30,30,2016-09-01 to 2016-09-30 0141_2016-10-18_DMR Summary - MI0020257 _09_01_2016_to_09_30_2016_V1.pdf,DMR - Monthly Monitoring,0141_2016-10-18_DMR Summary - MI0020257 _09_01_2016_to_09_30_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2016-10-18,-5500870070273347359,DMR Summary - MI0020257 _09_01_2016_to_09_30_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-5500870070273347359,4,embedded text,"DMR summary, stated DMR period 9/1/2016-9/30/2016",high,,466137bd194e2ed91e37e781ff20eaba7de16c84e29f3cb988bfd8747e1e2c83,102928
DMR / Monthly Monitoring,2016-10-01,2016-10-31,31,2016-10-01 to 2016-10-31 0144_2016-11-17_DMR Daily - MI0020257 _10_01_2016_to_10_31_2016_V1.pdf,DMR - Monthly Monitoring,0144_2016-11-17_DMR Daily - MI0020257 _10_01_2016_to_10_31_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2016-11-17,1524244019210258858,DMR Daily - MI0020257 _10_01_2016_to_10_31_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/1524244019210258858,6,embedded text,"Daily DMR, stated DMR period October 2016",high,,cfa2d139f7d1d098463c949eec7ccf63e9037b5b90e351df5fa76c14a943106f,122755
DMR / Monthly Monitoring,2016-10-01,2016-10-31,31,2016-10-01 to 2016-10-31 0145_2016-11-17_DMR Summary - MI0020257 _10_01_2016_to_10_31_2016_V1.pdf,DMR - Monthly Monitoring,0145_2016-11-17_DMR Summary - MI0020257 _10_01_2016_to_10_31_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2016-11-17,5880887913847657693,DMR Summary - MI0020257 _10_01_2016_to_10_31_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/5880887913847657693,4,embedded text,"DMR summary, stated DMR period October 2016",high,,ef8a18325f3126bdf098fb3f20d7add58323b7b1194f522d0e2d8fdbd3151026,102971
DMR / Monthly Monitoring,2016-10-01,2017-09-30,365,2016-10-01 to 2017-09-30 0220_2017-10-13_DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.pdf,DMR - Monthly Monitoring,0220_2017-10-13_DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-10-13,6182107663604652349,DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/6182107663604652349,4,embedded text,"DMR form with biosolids SLDL limit set, stated period 10/1/2016-9/30/2017",medium,,2910ad9731cce7305a08354dbe6d41756e24b3e34574b9b93a8ecf2edf11d368,103216
DMR / Monthly Monitoring,2016-11-01,2016-11-30,30,2016-11-01 to 2016-11-30 0147_2016-12-16_DMR Daily - MI0020257 _11_01_2016_to_11_30_2016_V1.pdf,DMR - Monthly Monitoring,0147_2016-12-16_DMR Daily - MI0020257 _11_01_2016_to_11_30_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2016-12-16,-570299436410721715,DMR Daily - MI0020257 _11_01_2016_to_11_30_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-570299436410721715,6,embedded text,"Daily DMR, stated DMR period November 2016",high,,d42bf2c847d4300e1e1ce8a66ba1d2392dc8bd027a3d7868279317865a0c2f20,121867
DMR / Monthly Monitoring,2016-11-01,2016-11-30,30,2016-11-01 to 2016-11-30 0148_2016-12-16_DMR Summary - MI0020257 _11_01_2016_to_11_30_2016_V1.pdf,DMR - Monthly Monitoring,0148_2016-12-16_DMR Summary - MI0020257 _11_01_2016_to_11_30_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2016-12-16,8936787219842147076,DMR Summary - MI0020257 _11_01_2016_to_11_30_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/8936787219842147076,4,embedded text,"DMR summary, stated DMR period November 2016",high,,3ec40507a276fd3d08fecacffce92ea59382687fb2378a713ece67c53a84c134,103233
DMR / Monthly Monitoring,2016-12-01,2016-12-31,31,2016-12-01 to 2016-12-31 0149_2017-01-19_DMR Daily - MI0020257 _12_01_2016_to_12_31_2016_V1.pdf,DMR - Monthly Monitoring,0149_2017-01-19_DMR Daily - MI0020257 _12_01_2016_to_12_31_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-01-19,4872492887140551247,DMR Daily - MI0020257 _12_01_2016_to_12_31_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/4872492887140551247,6,embedded text,"Daily DMR, stated DMR period December 2016",high,,c2e3b3bf9305acc491d6ac873ed4732d1c520266914d91e3b42c78e7e0f6d139,124593
DMR / Monthly Monitoring,2016-12-01,2016-12-31,31,2016-12-01 to 2016-12-31 0150_2017-01-19_DMR Summary - MI0020257 _12_01_2016_to_12_31_2016_V1.pdf,DMR - Monthly Monitoring,0150_2017-01-19_DMR Summary - MI0020257 _12_01_2016_to_12_31_2016_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-01-19,-7309370182573156453,DMR Summary - MI0020257 _12_01_2016_to_12_31_2016_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-7309370182573156453,4,embedded text,"DMR summary, stated DMR period December 2016",high,,47acbe82eb06dd2fef4f63adeffc2123953723710b2cbcae1559aa29a9962f4e,112282
DMR / Monthly Monitoring,2017-01-01,2017-01-31,31,2017-01-01 to 2017-01-31 0151_2017-02-14_DMR Daily - MI0020257 _01_01_2017_to_01_31_2017_V1.pdf,DMR - Monthly Monitoring,0151_2017-02-14_DMR Daily - MI0020257 _01_01_2017_to_01_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-02-14,-563435129997574625,DMR Daily - MI0020257 _01_01_2017_to_01_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-563435129997574625,6,embedded text,"Daily DMR, stated DMR period January 2017",high,,6fd37596745ef7831454820ab08f3c5711c6889c27f5746576e83185bf025497,124485
DMR / Monthly Monitoring,2017-01-01,2017-01-31,31,2017-01-01 to 2017-01-31 0152_2017-02-14_DMR Summary - MI0020257 _01_01_2017_to_01_31_2017_V1.pdf,DMR - Monthly Monitoring,0152_2017-02-14_DMR Summary - MI0020257 _01_01_2017_to_01_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-02-14,-241954493317709276,DMR Summary - MI0020257 _01_01_2017_to_01_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-241954493317709276,4,embedded text,"DMR summary, stated DMR period January 2017",high,,6526ca7d21a1c90592c394dbd44157c18eca3da9090c3b08bca13b9c56f4cf64,105488
DMR / Monthly Monitoring,2017-02-01,2017-02-28,28,2017-02-01 to 2017-02-28 0153_2017-03-16_DMR Daily - MI0020257 _02_01_2017_to_02_28_2017_V1.pdf,DMR - Monthly Monitoring,0153_2017-03-16_DMR Daily - MI0020257 _02_01_2017_to_02_28_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-03-16,-5281439668552468208,DMR Daily - MI0020257 _02_01_2017_to_02_28_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-5281439668552468208,5,embedded text,"Daily DMR, stated DMR period February 2017",high,,38cf7ae1289c5a4d612963edef73b1cac404e67500c4455f3851ec0751b7d8d9,119862
DMR / Monthly Monitoring,2017-02-01,2017-02-28,28,2017-02-01 to 2017-02-28 0154_2017-03-16_DMR Summary - MI0020257 _02_01_2017_to_02_28_2017_V1.pdf,DMR - Monthly Monitoring,0154_2017-03-16_DMR Summary - MI0020257 _02_01_2017_to_02_28_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-03-16,6361322379720926853,DMR Summary - MI0020257 _02_01_2017_to_02_28_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/6361322379720926853,4,embedded text,"DMR summary, stated DMR period February 2017",high,,cd1ca591096f5bd40889806ae606e8c1250debbbe6d026d442375f541a475238,105749
DMR / Monthly Monitoring,2017-03-01,2017-03-31,31,2017-03-01 to 2017-03-31 0188_2017-04-19_DMR Daily - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,DMR - Monthly Monitoring,0188_2017-04-19_DMR Daily - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-04-19,5374658919181652521,DMR Daily - MI0020257 _03_01_2017_to_03_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/5374658919181652521,6,embedded text,"Daily DMR, stated DMR period March 2017",high,,d15463e5d6dfb382684474a941a7f06be20025a90f32fde0ed4e7d9fba2946fd,124640
DMR / Monthly Monitoring,2017-03-01,2017-03-31,31,2017-03-01 to 2017-03-31 0189_2017-04-19_DMR Summary - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,DMR - Monthly Monitoring,0189_2017-04-19_DMR Summary - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-04-19,-2462697300358445557,DMR Summary - MI0020257 _03_01_2017_to_03_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-2462697300358445557,4,embedded text,"DMR summary form, stated DMR Period 3/1/2017-3/31/2017",high,,144e5303ac05e0e0c6bcf22d4f9bbe128d1315d4d945b346f256d9cba7b8715e,105497
DMR / Monthly Monitoring,2017-04-01,2017-04-30,30,2017-04-01 to 2017-04-30 0192_2017-05-17_DMR Daily - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,DMR - Monthly Monitoring,0192_2017-05-17_DMR Daily - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-05-17,-6506352065203311462,DMR Daily - MI0020257 _04_01_2017_to_04_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-6506352065203311462,6,embedded text,"Daily DMR, stated DMR Period 4/1/2017-4/30/2017",high,,266c82415f74eb345aae3f3fd83e18010723aa144a3bc6471bfaedad7cb40aae,123923
DMR / Monthly Monitoring,2017-04-01,2017-04-30,30,2017-04-01 to 2017-04-30 0193_2017-05-17_DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,DMR - Monthly Monitoring,0193_2017-05-17_DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-05-17,7441804851118153573,DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/7441804851118153573,4,embedded text,"DMR summary form, stated DMR Period 4/1/2017-4/30/2017",high,,50af8ed40f4c23d1c957ff675ba9a63244f3040eee33f7707b91e8235aae9bae,105455
DMR / Monthly Monitoring,2017-05-01,2017-05-31,31,2017-05-01 to 2017-05-31 0197_2017-06-13_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,DMR - Monthly Monitoring,0197_2017-06-13_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-06-13,-3514350148586469102,DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-3514350148586469102,6,embedded text,"Daily DMR, stated DMR Period 5/1/2017-5/31/2017",high,,0843035da90c30119102e345d190e38265a0c2187a250bd7c2d796e6cacdc1ef,123241
DMR / Monthly Monitoring,2017-05-01,2017-05-31,31,2017-05-01 to 2017-05-31 0198_2017-06-13_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,DMR - Monthly Monitoring,0198_2017-06-13_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-06-13,-1817143456933767821,DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-1817143456933767821,4,embedded text,"DMR summary form, stated DMR Period 5/1/2017-5/31/2017",high,,d3adfc78accc506db2bc4ba25b45b2b73b1c722ddb2e1f75c8364006a4080d2a,109964
DMR / Monthly Monitoring,2017-05-01,2017-05-31,31,2017-05-01 to 2017-05-31 0203_2017-08-17_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,DMR - Monthly Monitoring,0203_2017-08-17_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-08-17,-486435104065967818,DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-486435104065967818,6,embedded text,"Daily DMR version 2, stated DMR Period 5/1/2017-5/31/2017",high,,fbd73501235b712b30656bb9cfad2222ea4c67e20f99f42163bf2dc735d46b49,123245
DMR / Monthly Monitoring,2017-05-01,2017-05-31,31,2017-05-01 to 2017-05-31 0205_2017-08-17_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,DMR - Monthly Monitoring,0205_2017-08-17_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-08-17,-3743271668249773176,DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V2.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-3743271668249773176,4,embedded text,"DMR summary version 2, stated DMR Period 5/1/2017-5/31/2017",high,,4cc44f1c4954913ee46a4a6bf92b7c359d93a745f423ebf5bd231a9124c5679b,109871
DMR / Monthly Monitoring,2017-06-01,2017-06-30,30,2017-06-01 to 2017-06-30 0201_2017-07-18_DMR Daily - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,DMR - Monthly Monitoring,0201_2017-07-18_DMR Daily - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-07-18,2596891981566435001,DMR Daily - MI0020257 _06_01_2017_to_06_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/2596891981566435001,6,embedded text,"Daily DMR, stated DMR Period 6/1/2017-6/30/2017",high,,f77f38fafe49f1f045cbce6d11c83027b82752716874573efa88d05ea1d62268,122673
DMR / Monthly Monitoring,2017-06-01,2017-06-30,30,2017-06-01 to 2017-06-30 0202_2017-07-18_DMR Summary - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,DMR - Monthly Monitoring,0202_2017-07-18_DMR Summary - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-07-18,-8542276497179018047,DMR Summary - MI0020257 _06_01_2017_to_06_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-8542276497179018047,4,embedded text,"DMR summary form, stated DMR Period 6/1/2017-6/30/2017",high,,772dd317bdcdcde6d0f30b2fb26802127733e1aac4e14c27664fb1472b55b81a,109710
DMR / Monthly Monitoring,2017-07-01,2017-07-31,31,2017-07-01 to 2017-07-31 0204_2017-08-17_DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,DMR - Monthly Monitoring,0204_2017-08-17_DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-08-17,-111396327202170199,DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-111396327202170199,6,embedded text,"Daily DMR, stated DMR Period 7/1/2017-7/31/2017",high,,2e7ed7684dd262d4a689f09af6e5020b8324f74b8d32dba3a4ce4a9f098672d8,123125
DMR / Monthly Monitoring,2017-07-01,2017-07-31,31,2017-07-01 to 2017-07-31 0206_2017-08-17_DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,DMR - Monthly Monitoring,0206_2017-08-17_DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-08-17,1920013186052737041,DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/1920013186052737041,4,embedded text,"DMR summary form, stated DMR Period 7/1/2017-7/31/2017",high,,250dca9c90c705897fe5fd21ac664bc4c609b655904e6924a2830e44e59abe4f,109772
DMR / Monthly Monitoring,2017-07-07,2017-09-01,57,2017-07-07 to 2017-09-01 0207_2017-08-31_Cadillac WWTP DMRQA 37 083117.pdf,DMR - Monthly Monitoring,0207_2017-08-31_Cadillac WWTP DMRQA 37 083117.pdf,NPDES Misc. Site Docs,DMR / Monthly Monitoring,,2017-08-31,-4403402754038879326,Cadillac WWTP DMRQA 37 083117.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-4403402754038879326,14,OCR (tesseract),DMR-QA 37 proficiency study data report form; PT window July-September 2017,medium,,e6b4e59a36d50114cc4f6850f9e825e6d161ad9cd94aa3e0eaa857ed26f02e9d,861285
DMR / Monthly Monitoring,2017-08-01,2017-08-31,31,2017-08-01 to 2017-08-31 0208_2017-09-15_DMR Daily - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,DMR - Monthly Monitoring,0208_2017-09-15_DMR Daily - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-09-15,7005832042046937184,DMR Daily - MI0020257 _08_01_2017_to_08_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/7005832042046937184,6,embedded text,"Daily DMR, stated DMR Period 8/1/2017-8/31/2017",high,,e4a57bdac3fb59a14e4368be223ba18d38e39c9f52b5f9fa38e407dc804c29f0,122627
DMR / Monthly Monitoring,2017-08-01,2017-08-31,31,2017-08-01 to 2017-08-31 0209_2017-09-15_DMR Summary - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,DMR - Monthly Monitoring,0209_2017-09-15_DMR Summary - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-09-15,8461445828922893016,DMR Summary - MI0020257 _08_01_2017_to_08_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/8461445828922893016,4,embedded text,"DMR summary form, stated DMR Period 8/1/2017-8/31/2017",high,,fe1734387374e67b0a7f710649b8db63f178ff41ee497d0ed83f55d1d631a89f,103075
DMR / Monthly Monitoring,2017-09-01,2017-09-30,30,2017-09-01 to 2017-09-30 0218_2017-10-13_DMR Daily - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,DMR - Monthly Monitoring,0218_2017-10-13_DMR Daily - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-10-13,865533459970142181,DMR Daily - MI0020257 _09_01_2017_to_09_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/865533459970142181,6,embedded text,"Daily DMR, stated DMR Period 9/1/2017-9/30/2017",high,,b57d489db2c6053569f09d214fd2928946b44ea5d16847ef35f494b611cc98af,122348
DMR / Monthly Monitoring,2017-09-01,2017-09-30,30,2017-09-01 to 2017-09-30 0219_2017-10-13_DMR Summary - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,DMR - Monthly Monitoring,0219_2017-10-13_DMR Summary - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-10-13,1351029181868169986,DMR Summary - MI0020257 _09_01_2017_to_09_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/1351029181868169986,4,embedded text,"DMR summary form, stated DMR Period 9/1/2017-9/30/2017",high,,76ae45c57f6a4e1dc6c39e88d2fd9b74b69883d37e09917ea414709af1fe76aa,102853
DMR / Monthly Monitoring,2017-10-01,2017-10-31,31,2017-10-01 to 2017-10-31 0228_2017-11-16_DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,DMR - Monthly Monitoring,0228_2017-11-16_DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-11-16,-739207244620603055,DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-739207244620603055,6,embedded text,"Daily DMR, stated DMR Period 10/1/2017-10/31/2017",high,,69e031bdedc2d8d11ed97e3ef3bfa9cb747a90b28ebe7fbadebd0d1f53de84ec,123466
DMR / Monthly Monitoring,2017-10-01,2017-10-31,31,2017-10-01 to 2017-10-31 0229_2017-11-16_DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,DMR - Monthly Monitoring,0229_2017-11-16_DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-11-16,-5037797726850269844,DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-5037797726850269844,4,embedded text,"DMR summary form, stated DMR Period 10/1/2017-10/31/2017",high,,18459714c38b961c41c964709b49b8b851984de3fd864842002ba0cdd6887925,110139
DMR / Monthly Monitoring,2017-10-01,2018-09-30,365,2017-10-01 to 2018-09-30 0347_2018-10-29_DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.pdf,DMR - Monthly Monitoring,0347_2018-10-29_DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-10-29,-6472403507316648453,DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-6472403507316648453,4,embedded text,"DMR form, SLDL biosolids limit set, stated period 10/1/2017-9/30/2018",high,,33aa7169055854696bd202b4250aac65ffd5be455759186399e03f595a70e9cf,103193
DMR / Monthly Monitoring,2017-11-01,2017-11-30,30,2017-11-01 to 2017-11-30 0231_2017-12-15_DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,DMR - Monthly Monitoring,0231_2017-12-15_DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-12-15,2472286616657780651,DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/2472286616657780651,6,embedded text,"Daily DMR, stated DMR Period 11/1/2017-11/30/2017",high,,ce3774ff9a4aeb0878d25fdaca6a2f9cb47d9c4863ae8bae65c11cb3a29d3852,122273
DMR / Monthly Monitoring,2017-11-01,2017-11-30,30,2017-11-01 to 2017-11-30 0232_2017-12-15_DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,DMR - Monthly Monitoring,0232_2017-12-15_DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2017-12-15,-8814440160125396713,DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-8814440160125396713,4,embedded text,"DMR summary form, stated DMR Period 11/1/2017-11/30/2017",high,,92520bc99aee87b514bd59c21968ad6a43a034fa049dcf4bef4a2d32fec7f643,109897
DMR / Monthly Monitoring,2017-12-01,2017-12-31,31,2017-12-01 to 2017-12-31 0233_2018-01-18_DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,DMR - Monthly Monitoring,0233_2018-01-18_DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-01-18,6383006232820553511,DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/6383006232820553511,6,embedded text,"Daily DMR, stated DMR Period 12/1/2017-12/31/2017",high,,c7a65c3b3260ccbb43e44e98a6431b4cb38d5580215855d04731ceae8fc59de6,124341
DMR / Monthly Monitoring,2017-12-01,2017-12-31,31,2017-12-01 to 2017-12-31 0234_2018-01-18_DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,DMR - Monthly Monitoring,0234_2018-01-18_DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-01-18,5351587946243598793,DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/5351587946243598793,4,embedded text,"DMR summary form, stated DMR Period 12/1/2017-12/31/2017",high,,2d5e33a648eb27ccac00095bd4f1975f6ddaa75c2f64ebc31040d184413404d0,105456
