file,page,category,context
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,25,enforcement,"nts 9. Bypass Prohibition and Notification a. Bypass Prohibition - Bypass is prohibited, and the Department may take an enforcement action, unless: 1) bypass was unavoidable to prevent loss of life, personal injury, or severe property damage; 2) there were no feasible alternatives to the bypass, such as the use of auxiliary treatment facilities, retention of untreat"
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,25,effluent_exceedance,"liminate, and prevent reoccurrence of the bypass; and other information as required by the Department. e. Bypass Not Exceeding Limitations - The permittee may allow any bypass to occur which does not cause effluent limitations to be exceeded, but only if it also is for essential maintenance to assure efficient operation. These bypasses are not subject to the"
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,27,enforcement,to recover the full value of the injuries done to the natural resources of the state and the costs of surveillance and enforcement by the state resulting from the violation.
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,27,effluent_exceedance,"ent submitted or required to be maintained under this permit, including monitoring reports or reports of compliance or noncompliance, shall, upon conviction, be punished by a fine of not more than $10,000 per violation, or by imprisonment for not more than 6 months per violation, or by both. The Michigan Act (Section 3115(2)) provides that a person who at the time of"
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,28,enforcement,"or terms of this permit constitutes a violation of the Michigan Act and/or the Federal Act and constitutes grounds for enforcement action; for permit termination, revocation and reissuance, or modification; or denial of an application for permit renewal. It shall not be a defense for a permittee in an enforcement action that it would have been necessary to halt or r"
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,28,effluent_exceedance,"olation of the permit. It is the duty of the permittee to comply with all the terms and conditions of this permit. Any noncompliance with the Effluent Limitations, Special Conditions, or terms of this permit constitutes a violation of the Michigan Act and/or the Federal Act and constitutes grounds for enforcement action; for permit termination, revocation and reissua"
2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf,30,effluent_exceedance,"FR 122.41(m)), nothing in this permit shall be construed to relieve the permittee from civil or criminal penalties for noncompliance, whether or not such noncompliance is due to factors beyond the permittee’s control, such as accidents, equipment breakdowns, or labor disputes. 4. Oil and Hazardous Substance Liability Nothing in this permit shall be construed to preclu"
2013-05-21__103605179192073784__Fact Sheet.doc.pdf,1,pfas,"Permit No. MI0020257 FACT SHEET PERMITTEE/FACILITY NAME: City of Cadillac / Cadillac WWTP COUNTY: WEXFORD DESCRIPTION OF EXISTING WASTEWATER TREATMENT FACILITIES The Cadillac Wastewater Treatment Plant (WWTP) was originally constructed in 1963 as a secondary treatment activated sludge facility. Improvements in 1975, 1990,"
2013-05-21__103605179192073784__Fact Sheet.doc.pdf,2,effluent_exceedance,"Cadillac WWTP Fact Sheet Page 2 The receiving stream flows used to develop effluent limitations are a 95 percent exceedance flow of 2.7 cfs, a harmonic mean flow of 13 cfs, and a 90-day, 10-year low flow of 3.3 cfs. MIXING ZONE For toxic pollutants, the volume of the Clam River used in assuring that effluent limitations are sufficiently stringent to mee"
2013-05-22__6383819432886238526__Basis for Decision Memo.doc.pdf,2,pretreatment,"Operation, Maintenance & Replacement/Asset Management Facility Contact Monthly Operating Reports Michigan Industrial Pretreatment Program"
2013-05-23__2042187794808505003__Public Notice Document.doc.pdf,1,effluent_exceedance,Total Selenium are removed because there is not a reasonable potential for either parameter to be discharged at levels exceeding Michigan Water Quality Standards (WQS). Limits are added for Available Cyanide because previous monitoring showed there is a reasonable potential for Available Cyanide to be discharged at concentrations exceeding Michigan WQS. Moni
2013-05-23__2042187794808505003__Public Notice Document.doc.pdf,1,pfas,"icant discharges treated municipal wastewater to the Clam River, in the NE1/4, NE1/4, Section 33, Town 22N, Range 9W, Wexford County. The draft permit includes the following modifications to the previously-issued permit: The final effluent limitation for Total Mercury has been changed to 2.0 ng/l, which is the Discharge- Specific Level Currently Achievable bas"
2013-05-23__4068333476844843234__Issued Letter - Individual Permit.doc.pdf,1,enforcement,"aw. REVIEW THE PERMIT EFFLUENT LIMITS AND COMPLIANCE SCHEDULES CAREFULLY. These are subject to the criminal and civil enforcement provisions of both state and federal law. Permit violations are audited by the DEQ and the United States Environmental Protection Agency (USEPA), and may appear in a published quarterly noncompliance report made available to agencies an"
2013-05-23__4068333476844843234__Issued Letter - Individual Permit.doc.pdf,1,effluent_exceedance,"ited by the DEQ and the United States Environmental Protection Agency (USEPA), and may appear in a published quarterly noncompliance report made available to agencies and the public. Your monitoring and reporting responsibilities must be complied with in accordance with this permit. If required by the permit, self-monitoring data shall be reported via the DEQ Electr"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,2,pretreatment,"Michigan Industrial Pretreatment Program (MIPP) Annual Report Form Section I : General Information 1. Name of Facility: City of Cadillac NPDES Number: MI10020257 2. Contact Person: Hamid Rahbarnoohi Phone: 231-775-2841 3. Reporting Period: Januaryl, 2011 to December 31,20"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,3,enforcement,"r? If ‘Yes’ OJ Yes No OJ Yes No attach copy of actual notice Lo Actions ‘ompliance? Actions ‘ompliance? o corresponding enforcement actions, and returned to compliance. | * Publication of CIUs required, non-CIUs optional MIPP Annual Report Form 2of _11 12-01"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,3,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: lL 00000000[ sw#s90-01-FAC | SIU 1590-17 applicable f. Did this permit tee have an expired peril at anytime during the reporting J Yes XI No [J Yes No . period? lglfy
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,4,enforcement,"l notice tg x UJ x o violations Actions ‘omplianeo? Actions ompliance? i. See attachment See attachment o corresponding enforcement actions, and returned to compliance. oo | * Publication of CIUs required, non-CIUs optional MIPP Annual Report For 3of _I1 12-01"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,4,pretreatment,"Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: —————————— — ——— —————————————————————————} ] SIU #590-11 SIU #590-09 a. SIU Name Cadillac Castings Inc, Rec Boat Holding Inc. Trailer Plant b. Categorical Classifica"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,5,enforcement,"No Yes No attach copy of actual notice 0 X 0 = PER Actions ‘ompliance? Actions ompliance? o violations, o corresponding enforcement actions, and returned to compliance. | * Publication of C1Us required, non-ClUs optional MIPP Annual Report Form dof 11 12-01"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,5,pretreatment,"Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each STU: a, ] SIU #590-15 SLU #590-06 Cadillac Renewable Energ b. Categorical Classification (if Power Generation N/A applicable) c¢. Date(s) Inspected January2011 January 2011"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,6,pretreatment,"Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: 1 rr SIU #590-13-Mixed Cells applicable) permit at anytime during the reporting Dad [J Yes [X] No [J Yes X] No | gXfyes, listdates. | ~~ ~~ h. How often has the POTW s"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,7,pretreatment,"Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: 0] SIU #590-08 S1U #590-07 a. SIU Name Rec Boat Holding Inc, Sports Rec Boat Holding Inc. Cruiser b. Categorical Classification (if NA N/A applicable ¢. Date(s) Inspec"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,8,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: —/— ————— ____— _ ——— | ] SIU #590-01-RT applicable) £. Did this permit tee have an expired permit at anytime during the reporting OJ Yes X No Od Yes X No period? [gI
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,9,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: 00000 sw#s9005 000 [ swus9002-E | applicable) RAEI | Dve@n | Ow @w | permit at anytime during the reporting perm [J Yes [XX No [J Yes XI No [gTfyes fistdaes. (~~ 000]
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,10,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: TT swwsS0l9 | swas0-18 | applicable; f. Did this permit tee have an expired permit at anytime during the reporting M Yes X No [I Yes Xx No perio lg Tfyes fistdates. |
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,11,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: rr 0] 590-10 SIU #590-20 a. SIU Name Rec Boat Holding Inc. Cabinet ARVCO Container Corp. b. Categorical Classification (if N/A N/A applicable c. Date(s) Inspected Janu
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,12,pretreatment,Michigan Industrial Pretreatment Program Annual Report Form (Continued) Fill in one column for each SIU: 1 SU #590-21 a. SIU Name Avon Protection b. Categorical Classification (if N/A applicable March 2011 . d. Permit Issued Date 1/1/2011 12/31/2012 f. Did this permit tee
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,13,pretreatment,"INDUSTRIAL PRETREATMENT PROGRAM ANNUAL REPORT CITY OF CADILLAC WWTP NPDES Permit Number M10020257 : Reporting Period From January 1, 2011 to December 31,2011 Submittal Date: Maxch 29, 2012 Contact: Hamid Rahbarnoohi Address: City of Cadillac WWTP 1121 Plett Road"
2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf,14,pretreatment,"I. INDUSTRIAL USERS A. Total number of Industrial Users: See attached IPP Master List. B. Have there been any additions, deletions, or any other modifications to the previously submitted Industrial User Inventory? [40CFR 403.8 (f) (2) (i)] X yes no {see atta"
