"Created","Name","Description","Category","SystemId","Program","FunctionalArea","SourceNumber","SourceType","Url","LocalPath","DownloadStatus","Error"
"2018-10-29","FY18 Daily Solids Log.pdf v1","Spring 2018 Lab Daily Solids.pdf; Spring 2018 - Total and Volatile;","Applicant Attachments","-8344340778069091413","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-8344340778069091413","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__-8344340778069091413__FY18 Daily Solids Log.pdf v1.pdf","Downloaded",""
"2020-04-03","TVS Sludge-Temp data for 2018 and 2019.xlsx","came w/ em from WWTP","NPDES Submittal Docs","-8226255631460587730","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-8226255631460587730","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-03__-8226255631460587730__TVS Sludge-Temp data for 2018 and 2019.xlsx.pdf","Downloaded",""
"2018-04-13","DMR Daily - MI0020257 _03_01_2018_to_03_31_2018_V1.docx","DMR Daily Data for period 03/01/2018 - 03/31/2018_V1","Schedule - DMR Documents","-8199773167501560754","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-8199773167501560754","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-04-13__-8199773167501560754__DMR Daily - MI0020257 _03_01_2018_to_03_31_2018_V1.docx.pdf","Downloaded",""
"2025-10-21","251001.biosolids.PFASqc.Merit.PDF","nForm Document","Form Submission Attachments","-8247537671644519013","WRD - NPDES","Application/Request","HQG-GN3K-JNK5K","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-8247537671644519013","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-10-21__-8247537671644519013__251001.biosolids.PFASqc.Merit.PDF.pdf","Downloaded",""
"2020-03-10","DMR Summary - MI0020257 _02_01_2020_to_02_29_2020_V1.docx","DMR Summary Data for period 02/01/2020 - 02/29/2020_V1","Schedule - DMR Documents","-8244759568150087056","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-8244759568150087056","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-03-10__-8244759568150087056__DMR Summary - MI0020257 _02_01_2020_to_02_29_2020_V1.docx.pdf","Downloaded",""
"2023-10-05","Pre-Public Notice Comments and Response-First Round_Cadillac WWTP.msg","","Misc. NPDES Permit Docs","-8291667399128555217","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-8291667399128555217","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-05__-8291667399128555217__Pre-Public Notice Comments and Response-First Round_Cadillac WWTP.msg.pdf","Downloaded",""
"2021-01-14","DMR Summary - MI0020257 _12_01_2020_to_12_31_2020_V1.docx","DMR Summary Data for period 12/01/2020 - 12/31/2020_V1","Schedule - DMR Documents","-8187359153766679796","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-8187359153766679796","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-01-14__-8187359153766679796__DMR Summary - MI0020257 _12_01_2020_to_12_31_2020_V1.docx.pdf","Downloaded",""
"2019-10-28","FY19 Applier-Class B Pathogen Red and Site Restr.pdf v1","Class B Pathogen Reduction and Site Res..pdf;","Applicant Attachments","-8194005199149734697","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-8194005199149734697","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-10-28__-8194005199149734697__FY19 Applier-Class B Pathogen Red and Site Restr.pdf v1.pdf","Downloaded",""
"2018-05-08","IMG_0031-cas.JPG","taken during field inspection","NPDES Biosolids Evaluation","-8093064571610602919","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/-8093064571610602919","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-08__-8093064571610602919__IMG_0031-cas.JPG.pdf","Downloaded",""
"2016-10-25","DMR Summary - MI0020257 _10_01_2015_to_09_30_2016_V1.docx","DMR Summary Data for period 10/01/2015 - 09/30/2016_V1","Schedule - DMR Documents","-8068360832484337569","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-8068360832484337569","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2016-10-25__-8068360832484337569__DMR Summary - MI0020257 _10_01_2015_to_09_30_2016_V1.docx.pdf","Downloaded",""
"2023-02-14","MI0020257_2023-01-01_to_2023-01-31_DMR.pdf","","Schedule - DMR Documents","-8099930221942787423","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-8099930221942787423","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-02-14__-8099930221942787423__MI0020257_2023-01-01_to_2023-01-31_DMR.pdf.pdf","Downloaded",""
"2024-04-04","Cadillac WWTP IPP.msg","Reminder of missed submission date.","Industrial Pretreatment Program (IPP)","-7911758323516852438","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-7911758323516852438","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-04-04__-7911758323516852438__Cadillac WWTP IPP.msg.pdf","Downloaded",""
"2023-07-10","Cadillac WWTP Jul 2023 WRD CSI Inspection Form 071023.pdf","","NPDES Majors and Minors Evaluation","-7988070970922691434","WRD - NPDES","Evaluation","E-11682","NPDES CSI-Conventionals Only (07/10/2023)","https://mienviro.michigan.gov/ncore/downloadpdf/-7988070970922691434","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-07-10__-7988070970922691434__Cadillac WWTP Jul 2023 WRD CSI Inspection Form 071023.pdf.pdf","Downloaded",""
"2017-10-13","Spring Biosolids HML 2017.pdf v1","FY17 - Class A Pathogen results - Mar. 2017","Applicant Attachments","-7940855265872368210","WRD - NPDES","Application/Request","HN8-AEB3-S8NKF","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7940855265872368210","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-10-13__-7940855265872368210__Spring Biosolids HML 2017.pdf v1.pdf","Downloaded",""
"2019-01-23","RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg","IPP PFAS Interim Rpt discussion correspondence","Industrial Pretreatment Program (IPP)","-7912880971146198502","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-7912880971146198502","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-01-23__-7912880971146198502__RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg.pdf","Downloaded",""
"2024-02-28","MI0020257_2024-01-01_to_2024-01-31_2_DMR.pdf","","Schedule - DMR Documents","-7896215355329695707","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-7896215355329695707","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-02-28__-7896215355329695707__MI0020257_2024-01-01_to_2024-01-31_2_DMR.pdf.pdf","Downloaded",""
"2020-09-11","DMR Summary - MI0020257 _08_01_2020_to_08_31_2020_V1.docx","DMR Summary Data for period 08/01/2020 - 08/31/2020_V1","Schedule - DMR Documents","-7894316523983511702","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-7894316523983511702","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-09-11__-7894316523983511702__DMR Summary - MI0020257 _08_01_2020_to_08_31_2020_V1.docx.pdf","Downloaded",""
"2021-11-18","MI0020257_2021-10-01_to_2021-10-31_DMR.pdf","","Schedule - DMR Documents","-7964221357068103056","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-7964221357068103056","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-11-18__-7964221357068103056__MI0020257_2021-10-01_to_2021-10-31_DMR.pdf.pdf","Downloaded",""
"2020-10-30","FY20 Digestor Sludge Temps-Fall 2019.pdf","Vector attraction reduction documentation; Fall 19 Sludge Temps.pdf; Sept. thru Nov. 2019-Digestor sludge temps;","Form Submission Attachments","-7995792267920570600","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7995792267920570600","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-7995792267920570600__FY20 Digestor Sludge Temps-Fall 2019.pdf.pdf","Downloaded",""
"2024-06-17","RE_ IPP Program Manual.msg","Extension request and approval for due date to submit the IPP program manual.","Industrial Pretreatment Program (IPP)","-7872674955440036361","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-7872674955440036361","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-06-17__-7872674955440036361__RE_ IPP Program Manual.msg.pdf","Downloaded",""
"2023-01-26","Copy of Cadillac_POTW_Monitoring_Data_Summary_comments.xlsx","nForm Document","Form Submission Attachments","-7866177930338727791","WRD - NPDES","Application/Request","HPG-1ZNB-Y56ZQ","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7866177930338727791","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-01-26__-7866177930338727791__Copy of Cadillac_POTW_Monitoring_Data_Summary_comments.xlsx.pdf","Downloaded",""
"2023-04-10","SIU-CIU_List 2022.xlsx","nForm Document","Form Submission Attachments","-7854015285679267528","WRD - NPDES","Application/Request","HPS-A3KN-2FH30","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7854015285679267528","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-04-10__-7854015285679267528__SIU-CIU_List 2022.xlsx.pdf","Downloaded",""
"2025-10-21","Biosolids Dry Tons Calc 12.21.24.xls","nForm Document","Form Submission Attachments","-7600461906929922773","WRD - NPDES","Application/Request","HQG-GM42-A2DBC","Schedule - Biosolids Annual Report","","","No download link",""
"2025-03-27","HQB-BNKM-1SC3Q_v1.pdf","Submission PDF","Form Submission Attachments","-7861509141315722088","WRD - NPDES","Application/Request","HQB-BNKM-1SC3Q","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7861509141315722088","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-03-27__-7861509141315722088__HQB-BNKM-1SC3Q_v1.pdf.pdf","Downloaded",""
"2022-03-25","AKWEL.docx","nForm Document","Form Submission Attachments","-7778014742664487960","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-7778014742664487960","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__-7778014742664487960__AKWEL.docx.pdf","Downloaded",""
"2019-06-18","DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V3.docx","DMR Summary Data for period 05/01/2017 - 05/31/2017_V3","Schedule - DMR Documents","-7801879100660621655","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-7801879100660621655","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-18__-7801879100660621655__DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V3.docx.pdf","Downloaded",""
"2013-08-08","CadillacWWTP_ToxicsFactSheet.pdf","Updated WQBEL Toxics Recommendations Fact Sheet","Conversion - Compliance Action","-7691202997137362379","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-7691202997137362379","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-08-08__-7691202997137362379__CadillacWWTP_ToxicsFactSheet.pdf.pdf","Downloaded",""
"2021-10-28","MI0020257_2020-10-01_to_2021-09-30_DMR.pdf","","Schedule - DMR Documents","-7680208070141768458","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-7680208070141768458","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-7680208070141768458__MI0020257_2020-10-01_to_2021-09-30_DMR.pdf.pdf","Downloaded",""
"2018-07-30","Piranha PFAS Survey.pdf v1","Piranha PFAS Survey.pdf","Applicant Attachments","-7794513103865681017","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-7794513103865681017","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-30__-7794513103865681017__Piranha PFAS Survey.pdf v1.pdf","Downloaded",""
"2024-01-18","MI0020257_2023-12-01_to_2023-12-31_DMR.pdf","","Schedule - DMR Documents","-7671114250576559038","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-7671114250576559038","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-01-18__-7671114250576559038__MI0020257_2023-12-01_to_2023-12-31_DMR.pdf.pdf","Downloaded",""
"2018-11-01","RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg","IPP PFAS Summ Rpt discussion documents","Industrial Pretreatment Program (IPP)","-7625399138862663878","WRD - NPDES","Application/Request","HNJ-P0ZX-8AVDS","Schedule - IPP PFAS Summary Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7625399138862663878","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-11-01__-7625399138862663878__RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg.pdf","Downloaded",""
"2023-09-29","Cadillac WWTP July 10 2023 Inspection Transmit 092923.msg","","NPDES Majors and Minors Evaluation","-7665686165939302867","WRD - NPDES","Evaluation","E-11682","NPDES CSI-Conventionals Only (07/10/2023)","https://mienviro.michigan.gov/ncore/downloadpdf/-7665686165939302867","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-09-29__-7665686165939302867__Cadillac WWTP July 10 2023 Inspection Transmit 092923.msg.pdf","Downloaded",""
"2023-10-05","Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg","","Misc. NPDES Permit Docs","-7629441400464847672","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-7629441400464847672","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf","Downloaded",""
"2025-10-30","RE_ Cadillac Additional Local Limits Parameters - Proposed Sampling Plan.msg","","Industrial Pretreatment Program (IPP)","-7618620738326605034","WRD - NPDES","Application/Request","HQG-QQ9K-KSZ7V","Schedule - IPP Unscheduled Submissions for Approval","https://mienviro.michigan.gov/ncore/downloadpdf/-7618620738326605034","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-10-30__-7618620738326605034__RE_ Cadillac Additional Local Limits Parameters - Proposed Sampling Plan.msg.pdf","Downloaded",""
"2022-10-28","HML Fall Biosolids.pdf","nForm Document","Form Submission Attachments","-7558384777916551667","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7558384777916551667","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-10-28__-7558384777916551667__HML Fall Biosolids.pdf.pdf","Downloaded",""
"2017-05-19","written rpt ammonia NPDES exceedance 051917.msg","","NPDES Misc. Site Docs","-7534533116651044102","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-7534533116651044102","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-05-19__-7534533116651044102__written rpt ammonia NPDES exceedance 051917.msg.pdf","Downloaded",""
"2021-10-28","Mangement Practices.pdf","FY21 Applier-Site Restrictions Certifications; Midwest Injection Inc.","Form Submission Attachments","-7570309269568142166","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7570309269568142166","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-7570309269568142166__Mangement Practices.pdf.pdf","Downloaded",""
"2018-07-30","APS PFAS Screening.pdf v1","APS PFAS Screening.pdf","Applicant Attachments","-7526274208066539815","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-7526274208066539815","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-30__-7526274208066539815__APS PFAS Screening.pdf v1.pdf","Downloaded",""
"2023-04-10","HPS-A3KN-2FH30 v1.pdf v1","Submission PDF","Misc. Application and Request Docs","-7396306740027901357","WRD - NPDES","Application/Request","HPS-A3KN-2FH30","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7396306740027901357","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-04-10__-7396306740027901357__HPS-A3KN-2FH30 v1.pdf v1.pdf","Downloaded",""
"2021-10-28","HML Spring.pdf","FY21 Fecal Coliform and Salmonella Results-Mar. 3, 2021;","Form Submission Attachments","-7489878598942820947","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7489878598942820947","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-7489878598942820947__HML Spring.pdf.pdf","Downloaded",""
"2023-10-30","230413.biosolids.PFAS.Eurofins.pdf","nForm Document","Form Submission Attachments","-7497999519749080906","WRD - NPDES","Application/Request","HPY-PZSD-5P4KK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-7497999519749080906","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-30__-7497999519749080906__230413.biosolids.PFAS.Eurofins.pdf.pdf","Downloaded",""
"2013-08-16","Cadillac WWTP Basis for Decision Memo.pdf","Version as public noticed","Conversion - Compliance Action","-7391325481454595778","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-7391325481454595778","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-08-16__-7391325481454595778__Cadillac WWTP Basis for Decision Memo.pdf.pdf","Downloaded",""
